# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/mnt/d/PERSONAL_SACO/Cubas lab/R/output/macs2_consensus.gff" "-o" "2022_03_09_feature_counts_macs2_consensus.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "ChIP2_S5_R1_001_sorted.bam" "ChIP3_S6_R1_001_sorted.bam" "ChIP7_S4_R1_001_sorted.bam" "Input2_S2_R1_001_sorted.bam" "Input3_S3_R1_001_sorted.bam" "Input7_S1_R1_001_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ChIP2_S5_R1_001_sorted.bam	ChIP3_S6_R1_001_sorted.bam	ChIP7_S4_R1_001_sorted.bam	Input2_S2_R1_001_sorted.bam	Input3_S3_R1_001_sorted.bam	Input7_S1_R1_001_sorted.bam
peak_428	1	29098760	29099004	.	245	41	73	143	6	21	35
peak_429	1	29099607	29099991	.	385	61	251	319	5	27	35
peak_430	1	29239441	29239662	.	222	31	53	71	0	15	15
peak_431	1	29241658	29241836	.	179	12	73	95	4	15	17
peak_432	1	29337579	29337904	.	326	21	109	166	1	9	21
peak_433	1	29354109	29354325	.	217	30	149	87	9	17	22
peak_434	1	29366499	29366710	.	212	15	102	116	7	31	27
peak_435	1	29444238	29444621	.	384	47	273	239	1	17	27
peak_436	1	29446854	29447164	.	311	45	150	165	4	19	33
peak_437	1	29461219	29461467	.	249	21	98	147	1	18	19
peak_438	1	29566282	29567059	.	778	81	309	223	3	22	46
peak_439	1	29572606	29573361	.	756	110	373	373	8	48	58
peak_440	1	29644028	29644476	.	449	69	261	317	15	40	49
peak_441	1	29716061	29716319	.	259	29	179	163	12	35	49
peak_442	1	29735811	29736047	.	237	4	116	136	9	22	28
peak_443	1	29741550	29741824	.	275	18	162	154	15	37	32
peak_444	1	29758220	29758434	.	215	27	67	110	2	11	17
peak_445	1	29760437	29760675	.	239	50	135	197	14	37	43
peak_446	1	29760851	29761222	.	372	41	204	237	7	31	27
peak_447	1	29762587	29762928	.	342	31	155	159	3	16	16
peak_448	1	29763486	29763790	.	305	21	84	162	6	14	19
peak_449	1	29765487	29765909	.	423	53	203	194	3	19	22
peak_450	1	29766557	29767159	.	603	44	174	245	11	39	56
peak_451	1	29814592	29815129	.	538	39	210	248	1	21	38
peak_452	1	29914812	29915115	.	304	33	127	158	2	23	22
peak_453	1	29919516	29919877	.	362	42	222	250	6	25	35
peak_454	1	29975577	29975735	.	159	9	33	99	2	16	8
peak_455	1	29985101	29985376	.	276	34	128	161	1	21	32
peak_456	1	30129831	30130123	.	293	28	120	162	9	28	36
peak_457	1	30135019	30135380	.	362	53	198	203	6	19	24
peak_458	1	30190035	30190679	.	645	50	316	378	8	34	57
peak_459	1	30260686	30260970	.	285	41	150	199	2	22	20
peak_460	1	30371777	30372058	.	282	14	128	112	4	28	20
peak_461	2	949	10607	.	9659	142245	329079	494671	179975	602681	580563
peak_462	2	208133	208357	.	225	75	59	16	2	13	25
peak_463	2	259045	259375	.	331	58	132	183	3	28	25
peak_464	2	261819	262036	.	218	19	74	131	2	30	21
peak_465	2	272546	272782	.	237	34	104	196	10	22	33
peak_466	2	761813	762090	.	278	5	180	147	4	23	35
peak_467	2	832750	832989	.	240	58	110	74	2	19	24
peak_468	2	833516	833891	.	376	14	142	220	4	31	39
peak_469	2	849663	849963	.	301	30	92	125	6	22	33
peak_470	2	852864	853130	.	267	9	48	82	8	23	31
peak_471	2	977509	977716	.	208	26	45	76	6	17	16
peak_472	2	1010922	1011134	.	213	46	80	76	0	13	17
peak_473	2	1124171	1124472	.	302	40	199	212	4	24	31
peak_474	2	1137045	1137294	.	250	30	77	63	1	11	9
peak_475	2	1188765	1188917	.	153	6	65	67	1	16	18
peak_476	2	1803284	1803755	.	472	109	124	109	15	68	62
peak_477	2	1966100	1966510	.	411	125	84	158	3	23	24
peak_478	2	2289606	2289813	.	208	5	60	131	1	9	19
peak_479	2	2460859	2461233	.	375	49	83	75	5	37	29
peak_480	2	2901832	2902065	.	234	23	109	119	2	22	17
peak_481	2	3092647	3093049	.	403	96	89	67	4	43	39
peak_482	2	3110674	3111032	.	359	73	75	78	11	28	34
peak_483	2	3605580	3607953	.	2374	7658	15864	21624	4468	23081	29735
peak_484	2	3614813	3628067	.	13255	51985	109088	144717	31091	158517	205953
peak_485	2	3663052	3663261	.	210	223	534	668	162	840	1031
peak_486	2	3718004	3718491	.	488	824	1733	2373	514	2707	3391
peak_487	2	4103442	4103719	.	278	33	38	44	4	22	25
peak_488	2	4214554	4214785	.	232	83	98	96	3	12	11
peak_489	2	4648365	4648753	.	389	90	84	73	6	35	27
peak_490	2	4650216	4650574	.	359	61	63	46	6	23	36
peak_491	2	4733649	4733963	.	315	61	62	53	6	18	13
peak_492	2	5022265	5022623	.	359	68	66	60	5	25	38
peak_493	2	5099814	5100231	.	418	479	343	190	17	55	40
peak_494	2	5199104	5199549	.	446	64	138	248	40	287	410
peak_495	2	5199790	5200085	.	296	39	135	191	28	244	294
peak_496	2	5200498	5200819	.	322	58	117	168	22	171	276
peak_497	2	5201144	5201755	.	612	90	227	312	66	369	552
peak_498	2	5202561	5202804	.	244	29	88	135	27	147	205
peak_499	2	5203210	5203455	.	246	51	104	163	30	199	251
peak_500	2	5204336	5204573	.	238	32	103	144	40	187	231
peak_501	2	5456707	5456939	.	233	56	48	57	3	21	23
peak_502	2	5799619	5800014	.	396	93	105	63	7	39	24
peak_503	2	5852673	5852887	.	215	157	158	128	10	32	47
peak_504	2	5911805	5912012	.	208	46	62	31	1	8	18
peak_505	2	6002144	6002508	.	365	128	134	67	2	33	26
peak_506	2	6018151	6018399	.	249	26	112	147	4	19	38
peak_507	2	6043774	6044019	.	246	36	128	86	2	10	16
peak_508	2	6690066	6690275	.	210	38	64	106	2	13	21
peak_509	2	6777589	6777857	.	269	26	99	138	0	13	19
peak_510	2	6799077	6799350	.	274	56	132	135	4	24	26
peak_511	2	6870175	6870400	.	226	55	52	133	0	14	26
peak_512	2	6880631	6881024	.	394	204	171	99	2	20	24
peak_513	2	6949750	6950032	.	283	25	120	182	7	28	25
peak_514	2	7122892	7123106	.	215	19	64	82	0	10	11
peak_515	2	7125835	7126091	.	257	14	90	157	3	9	18
peak_516	2	7190840	7191588	.	749	6147	14352	20990	7608	27384	26409
peak_517	2	7243909	7244226	.	318	56	154	209	5	23	31
peak_518	2	7258819	7259133	.	315	26	135	239	2	22	26
peak_519	2	7603124	7603339	.	216	14	62	160	1	12	11
peak_520	2	7605908	7606165	.	258	22	126	110	0	13	29
peak_521	2	7629306	7629566	.	261	43	115	121	4	11	15
peak_522	2	7643673	7643920	.	248	12	84	67	4	8	16
peak_523	2	7751200	7751443	.	244	93	122	132	8	46	46
peak_524	2	7831206	7831784	.	579	56	169	280	2	45	47
peak_525	2	7832492	7832704	.	213	23	82	117	1	16	29
peak_526	2	7851872	7852067	.	196	48	70	130	1	12	8
peak_527	2	7890273	7890401	.	129	22	45	54	2	7	9
peak_528	2	7943691	7943956	.	266	14	121	108	4	31	31
peak_529	2	7969087	7969327	.	241	43	126	140	1	25	27
peak_530	2	8021422	8021715	.	294	42	43	50	4	11	24
peak_531	2	8053251	8053522	.	272	17	103	168	1	21	22
peak_532	2	8054089	8054364	.	276	30	163	163	4	19	20
peak_533	2	8107601	8107985	.	385	77	187	207	6	39	29
peak_534	2	8215339	8215747	.	409	61	232	218	5	26	56
peak_535	2	8216225	8216367	.	143	11	44	70	1	8	16
peak_536	2	8381908	8382181	.	274	93	81	46	15	35	26
peak_537	2	8383521	8383776	.	256	158	86	185	13	40	46
peak_538	2	8429799	8429981	.	183	15	39	108	4	18	21
peak_539	2	8478027	8478383	.	357	35	135	116	1	18	29
peak_540	2	8543903	8544231	.	329	39	143	242	6	24	31
peak_541	2	8657256	8657468	.	213	6	111	69	4	19	22
peak_542	2	8678349	8678542	.	194	44	63	44	6	25	36
peak_543	2	8760364	8760733	.	370	97	98	116	7	34	50
peak_544	2	8802079	8802286	.	208	19	59	101	2	21	32
peak_545	2	8933202	8933938	.	737	150	345	352	7	54	63
peak_546	2	8942666	8942967	.	302	73	100	139	2	18	35
peak_547	2	8971227	8971434	.	208	3	119	128	12	30	37
peak_548	2	8987489	8987779	.	291	79	223	154	9	41	36
peak_549	2	9119926	9120197	.	272	48	113	153	5	15	18
peak_550	2	9436664	9436836	.	173	23	59	114	9	19	29
peak_551	2	9453952	9454317	.	366	34	166	185	19	43	45
peak_552	2	9469527	9469734	.	208	54	72	42	1	8	10
peak_553	2	9503000	9503339	.	340	53	227	122	5	40	47
peak_554	2	9517406	9517666	.	261	28	148	115	1	18	21
peak_555	2	9568296	9568619	.	324	64	137	177	3	13	25
peak_556	2	9616126	9616463	.	338	53	212	189	1	13	19
peak_557	2	9631369	9631796	.	428	99	258	230	8	38	41
peak_558	2	9710567	9710776	.	210	13	85	111	3	21	34
peak_559	2	9719960	9720188	.	229	26	87	115	2	9	16
peak_560	2	9723117	9723508	.	392	157	145	243	25	62	70
peak_561	2	9731709	9731959	.	251	29	83	93	2	24	25
peak_562	2	9820721	9820964	.	244	68	98	130	2	24	20
peak_563	2	9977978	9978213	.	236	17	90	153	5	20	33
peak_564	2	10059152	10059390	.	239	129	127	113	5	18	30
peak_565	2	10119587	10119816	.	230	48	75	124	5	23	25
peak_566	2	10244504	10244782	.	279	28	107	141	2	23	23
peak_567	2	10298095	10298350	.	256	42	129	102	0	19	33
peak_568	2	11037059	11037411	.	353	83	338	374	13	51	51
peak_569	2	11039879	11040091	.	213	6	99	101	2	19	20
peak_570	2	11057920	11058143	.	224	12	74	150	2	16	26
peak_571	2	11085735	11086072	.	338	93	222	313	8	25	33
peak_572	2	11122136	11122412	.	277	33	193	133	4	22	16
peak_573	2	11359693	11359980	.	288	25	110	190	7	29	28
peak_574	2	11366314	11366521	.	208	33	72	84	3	10	12
peak_575	2	11380271	11380553	.	283	24	125	130	1	15	10
peak_576	2	11620799	11621072	.	274	22	118	151	2	19	21
peak_577	2	11682078	11682412	.	335	35	156	181	2	15	38
peak_578	2	11688520	11688788	.	269	40	92	181	5	27	37
peak_579	2	11705930	11706201	.	272	22	135	138	2	11	24
peak_580	2	11726263	11726509	.	247	8	70	127	7	28	28
peak_581	2	11764816	11765094	.	279	52	45	111	3	6	17
peak_582	2	11807001	11807335	.	335	55	175	243	3	23	30
peak_583	2	11812790	11813088	.	299	38	148	177	18	42	36
peak_584	2	11839443	11839860	.	418	227	295	293	27	70	109
peak_585	2	11859259	11859663	.	405	26	138	159	11	35	51
peak_586	2	11977920	11978223	.	304	20	153	157	6	23	24
peak_587	2	12070710	12071006	.	297	9	129	101	7	46	42
peak_588	2	12108054	12108554	.	501	65	311	342	7	33	25
peak_589	2	12152223	12152454	.	232	9	93	84	4	14	19
peak_590	2	12224279	12224532	.	254	21	97	121	3	22	20
peak_591	2	12279941	12280196	.	256	89	99	180	3	19	28
peak_592	2	12361146	12361565	.	420	38	104	174	3	17	20
peak_593	2	12376849	12377084	.	236	7	125	146	6	17	27
peak_594	2	12380911	12381164	.	254	14	138	115	3	11	18
peak_595	2	12381929	12382136	.	208	30	108	78	3	8	19
peak_596	2	12494075	12494441	.	367	79	149	150	5	23	36
peak_597	2	12495830	12496037	.	208	18	124	98	3	31	29
peak_598	2	12600280	12600507	.	228	184	155	113	4	24	16
peak_599	2	12624503	12624716	.	214	12	73	172	1	17	27
peak_600	2	12625746	12625918	.	173	35	75	92	4	20	15
peak_601	2	12819325	12819661	.	337	18	142	190	3	23	23
peak_602	2	12866204	12866491	.	288	94	143	164	1	24	24
peak_603	2	12897566	12897947	.	382	150	177	106	14	30	42
peak_604	2	13011720	13011927	.	208	103	117	56	3	7	25
peak_605	2	13095040	13095506	.	467	105	118	128	12	39	33
peak_606	2	13288271	13288454	.	184	24	83	88	4	9	12
peak_607	2	13307826	13308223	.	398	32	112	130	7	28	29
peak_608	2	13610386	13610680	.	295	7	89	119	7	20	28
peak_609	2	13824426	13824831	.	406	39	135	158	8	25	24
peak_610	2	13996440	13996668	.	229	15	75	95	3	17	28
peak_611	2	14123008	14123161	.	154	11	46	87	0	11	18
peak_612	2	14179235	14179457	.	223	46	146	77	3	14	28
peak_613	2	14331206	14331487	.	282	39	123	115	7	20	28
peak_614	2	14368018	14368218	.	201	25	75	73	1	11	6
peak_615	2	14391503	14391893	.	391	40	118	223	4	31	40
peak_616	2	14435910	14436108	.	199	43	106	106	2	21	17
peak_617	2	14586522	14586752	.	231	11	114	142	8	23	31
peak_618	2	14594035	14594326	.	292	25	111	129	4	17	24
peak_619	2	14714708	14715123	.	416	114	175	204	12	35	54
peak_620	2	14863401	14863612	.	212	14	90	117	3	24	31
peak_621	2	15066167	15066361	.	195	18	125	127	5	23	30
peak_622	2	15073966	15074273	.	308	39	143	146	8	24	37
peak_623	2	15080965	15081237	.	273	16	132	130	4	31	26
peak_624	2	15099105	15100042	.	938	109	605	589	11	58	51
peak_625	2	15100144	15100546	.	403	42	155	187	5	28	27
peak_626	2	15104386	15104727	.	342	75	196	305	5	27	42
peak_627	2	15136732	15136936	.	205	16	45	93	1	10	11
peak_628	2	15139619	15139849	.	231	17	102	107	4	11	27
peak_629	2	15185387	15185619	.	233	47	100	143	2	9	23
peak_630	2	15193283	15193587	.	305	32	170	216	18	46	34
peak_631	2	15207527	15207916	.	390	81	326	318	12	40	45
peak_632	2	15414497	15414784	.	288	234	213	138	7	28	40
peak_633	2	15422779	15422994	.	216	98	79	130	3	15	15
peak_634	2	15602198	15602454	.	257	11	89	95	4	12	17
peak_635	2	15615921	15616278	.	358	32	181	220	14	30	48
peak_636	2	15706887	15707400	.	514	32	146	215	6	30	42
peak_637	2	15784205	15784524	.	320	43	226	182	2	15	24
peak_638	2	15792222	15792506	.	285	20	168	156	1	8	26
peak_639	2	15905505	15905670	.	166	5	56	71	5	16	16
peak_640	2	16068216	16068560	.	345	30	170	175	2	22	32
peak_641	2	16082072	16082527	.	456	29	176	251	4	42	35
peak_642	2	16090498	16090705	.	208	20	128	54	1	14	8
peak_643	2	16150005	16150330	.	326	30	149	157	2	14	17
peak_644	2	16159986	16160248	.	263	47	72	122	1	13	18
peak_645	2	16165720	16165927	.	208	119	129	127	12	31	21
peak_646	2	16221113	16221942	.	830	132	191	278	4	52	61
peak_647	2	16250999	16251249	.	251	19	114	164	1	16	24
peak_648	2	16292836	16293265	.	430	53	205	249	7	38	51
peak_649	2	16336974	16337209	.	236	33	85	91	1	12	20
peak_650	2	16432706	16432999	.	294	17	76	91	8	15	22
peak_651	2	16473839	16474221	.	383	76	230	257	6	29	43
peak_652	2	16504332	16504604	.	273	57	121	177	4	16	16
peak_653	2	16531382	16531760	.	379	26	108	136	3	27	20
peak_654	2	16585073	16585278	.	206	129	168	93	1	14	19
peak_655	2	16642438	16642691	.	254	19	85	103	7	16	19
peak_656	2	16675537	16675900	.	364	67	270	308	7	31	31
peak_657	2	16680502	16680809	.	308	15	129	198	2	11	17
peak_658	2	16705839	16706330	.	492	106	469	550	13	50	58
peak_659	2	16847968	16848210	.	243	37	65	104	1	11	17
peak_660	2	17066518	17066713	.	196	18	124	87	2	9	20
peak_661	2	17099267	17099475	.	209	12	87	106	5	14	23
peak_662	2	17106828	17107235	.	408	143	136	69	18	49	44
peak_663	2	17130163	17130408	.	246	34	99	141	1	20	19
peak_664	2	17161639	17161834	.	196	25	93	67	1	15	26
peak_665	2	17163477	17163812	.	336	18	163	199	4	26	28
peak_666	2	17170329	17170720	.	392	33	197	185	4	23	39
peak_667	2	17170941	17171624	.	684	40	163	193	4	33	50
peak_668	2	17189078	17189331	.	254	38	90	108	7	11	20
peak_669	2	17199396	17199580	.	185	31	121	92	9	35	28
peak_670	2	17203326	17203539	.	214	19	72	85	3	14	13
peak_671	2	17220332	17220671	.	340	31	122	178	9	52	48
peak_672	2	17242266	17242528	.	263	42	93	126	4	20	11
peak_673	2	17367075	17367282	.	208	20	101	102	5	19	29
peak_674	2	17368934	17369773	.	840	48	250	283	13	54	54
peak_675	2	17396517	17396696	.	180	10	37	76	4	13	16
peak_676	2	17432741	17433033	.	293	53	65	167	5	24	16
peak_677	2	17463211	17463419	.	209	58	81	126	3	22	20
peak_678	2	17489686	17489989	.	304	23	113	112	1	17	25
peak_679	2	17570194	17570414	.	221	24	73	105	2	22	27
peak_680	2	17615918	17616236	.	319	26	79	115	0	10	16
peak_681	2	17667849	17668097	.	249	56	155	123	3	28	37
peak_682	2	17720622	17720809	.	188	25	69	101	4	20	20
peak_683	2	17752133	17752383	.	251	20	90	133	2	13	31
peak_684	2	17839674	17839939	.	266	25	153	190	1	10	22
peak_685	2	17886104	17886538	.	435	91	258	298	6	42	46
peak_686	2	17907113	17907391	.	279	29	108	129	3	12	19
peak_687	2	18000589	18000822	.	234	26	75	117	5	16	24
peak_688	2	18004194	18004365	.	172	23	74	84	4	23	18
peak_689	2	18004831	18005248	.	418	76	242	297	3	28	37
peak_690	2	18119192	18119369	.	178	19	80	115	2	11	21
peak_691	2	18334988	18335244	.	257	42	102	143	4	18	25
peak_692	2	18357483	18357690	.	208	64	50	64	2	5	12
peak_693	2	18414032	18414366	.	335	67	182	220	3	17	29
peak_694	2	18422832	18423605	.	774	76	364	398	25	92	93
peak_695	2	18456808	18456915	.	108	13	37	69	3	10	6
peak_696	2	18523299	18523685	.	387	96	330	350	17	42	53
peak_697	2	18677212	18677398	.	187	16	56	107	2	26	14
peak_698	2	18681454	18681855	.	402	114	198	313	6	36	30
peak_699	2	18699156	18699422	.	267	79	183	132	13	31	40
peak_700	2	18714590	18714798	.	209	45	123	146	6	27	24
peak_701	2	18725656	18725980	.	325	58	129	164	8	51	49
peak_702	2	18730886	18731106	.	221	20	75	105	3	8	14
peak_703	2	18790476	18790812	.	337	52	111	174	12	49	38
peak_704	2	18811683	18811877	.	195	28	72	91	1	15	13
peak_705	2	18814201	18814582	.	382	75	298	412	4	38	39
peak_706	2	18819876	18820766	.	891	117	662	763	25	73	91
peak_707	2	18866929	18867169	.	241	37	94	197	13	47	26
peak_708	2	18908393	18908761	.	369	39	171	288	1	16	27
peak_709	2	18909076	18909352	.	277	28	132	122	2	16	19
peak_710	2	18954294	18954543	.	250	15	93	143	2	9	13
peak_711	2	18964956	18965221	.	266	24	85	109	5	14	18
peak_712	2	18998879	18999108	.	230	24	84	141	3	16	26
peak_713	2	18999191	18999514	.	324	35	82	180	5	20	31
peak_714	2	18999950	19000333	.	384	56	174	293	8	18	22
peak_715	2	19010961	19011459	.	499	35	222	226	10	23	33
peak_716	2	19014740	19014947	.	208	22	58	78	1	16	20
peak_717	2	19031781	19032082	.	302	42	180	163	2	24	19
peak_718	2	19051718	19052317	.	600	78	262	314	7	45	70
peak_719	2	19065276	19065577	.	302	17	97	202	3	25	23
peak_720	2	19088801	19089148	.	348	58	157	158	4	22	25
peak_721	2	19148370	19148816	.	447	57	326	339	5	25	35
peak_722	2	19153799	19154075	.	277	54	141	169	14	45	50
peak_723	2	19166862	19167070	.	209	64	139	78	1	18	18
peak_724	2	19168596	19169109	.	514	92	428	486	4	40	34
peak_725	2	19227395	19227602	.	208	31	83	96	3	19	10
peak_726	2	19232270	19232633	.	364	28	217	221	6	20	34
peak_727	2	19237302	19237558	.	257	22	108	122	3	16	15
peak_728	2	19245250	19245585	.	336	55	187	252	12	34	45
peak_729	2	19362456	19363115	.	660	45	191	247	9	36	50
peak_730	2	19374379	19374635	.	257	47	140	125	4	21	21
peak_731	2	19407793	19408087	.	295	24	169	128	6	14	23
peak_732	2	19408198	19408896	.	699	63	287	347	12	50	51
peak_733	2	19465021	19465504	.	484	57	148	206	10	26	55
peak_734	2	19542937	19543124	.	188	23	45	68	5	19	21
peak_735	2	19584928	19585151	.	224	35	88	128	3	17	24
peak_736	2	19595416	19595573	.	158	26	50	70	4	8	22
peak_737	2	19697909	19698289	.	381	218	445	848	52	450	417
peak_738	3	49731	50053	.	323	52	129	171	3	31	28
peak_739	3	151537	151877	.	341	52	114	183	2	23	38
peak_740	3	193334	193539	.	206	32	83	44	1	17	13
peak_741	3	204375	204458	.	84	38	55	70	8	18	16
peak_742	3	255449	255953	.	505	17	171	173	5	32	40
peak_743	3	295358	295655	.	298	13	119	145	4	25	54
peak_744	3	386736	387616	.	881	124	410	540	14	63	76
peak_745	3	495174	495512	.	339	53	183	238	8	40	32
peak_746	3	508435	508844	.	410	41	261	216	6	38	42
peak_747	3	512019	512377	.	359	61	242	271	7	45	56
peak_748	3	526156	526441	.	286	41	76	154	4	29	29
peak_749	3	536165	536480	.	316	32	175	135	6	34	28
peak_750	3	538045	538089	.	45	2	37	42	0	6	6
peak_751	3	538188	538445	.	258	33	98	120	6	20	26
peak_752	3	607776	608137	.	362	59	185	162	0	18	20
peak_753	3	707610	707824	.	215	56	96	145	9	19	22
peak_754	3	729590	729821	.	232	31	139	136	6	39	17
peak_755	3	731421	731940	.	520	94	224	313	6	34	47
peak_756	3	790676	790927	.	252	31	127	151	4	20	16
peak_757	3	877457	877674	.	218	31	107	101	4	20	22
peak_758	3	910780	910848	.	69	0	47	32	0	7	7
peak_759	3	961671	962029	.	359	43	198	203	6	34	40
peak_760	3	986090	986519	.	430	411	333	215	4	30	27
peak_761	3	995013	995285	.	273	18	127	139	1	17	13
peak_762	3	1004793	1005058	.	266	4	130	113	0	13	13
peak_763	3	1033353	1033876	.	524	23	100	160	7	51	38
peak_764	3	1080519	1080795	.	277	26	95	112	10	22	31
peak_765	3	1256781	1257049	.	269	52	104	161	6	20	30
peak_766	3	1290534	1290841	.	308	47	122	171	3	24	24
peak_767	3	1291217	1291247	.	31	15	17	3	0	5	8
peak_768	3	1483930	1484163	.	234	12	129	130	5	21	30
peak_769	3	1487229	1487447	.	219	36	150	98	2	18	23
peak_770	3	1523762	1523984	.	223	31	74	91	2	17	25
peak_771	3	1593198	1593440	.	243	24	87	146	1	9	16
peak_772	3	1634932	1635203	.	272	39	171	199	4	19	31
peak_773	3	1644300	1644710	.	411	111	372	336	12	39	45
peak_774	3	1648547	1648931	.	385	120	106	163	6	20	37
peak_775	3	1679161	1679369	.	209	28	62	117	1	4	14
peak_776	3	1738908	1739119	.	212	17	61	70	1	22	22
peak_777	3	1755358	1755597	.	240	22	116	116	5	23	36
peak_778	3	1759363	1759777	.	415	37	269	212	10	65	47
peak_779	3	2003109	2003349	.	241	70	91	80	0	9	11
peak_780	3	2008481	2008715	.	235	60	170	139	6	29	27
peak_781	3	2020836	2021053	.	218	95	52	86	2	13	21
peak_782	3	2094319	2094538	.	220	596	564	374	13	51	48
peak_783	3	2132520	2133048	.	529	78	151	146	7	42	50
peak_784	3	2167371	2167578	.	208	19	125	121	5	16	16
peak_785	3	2258769	2259125	.	357	89	85	37	1	15	20
peak_786	3	2259741	2259905	.	165	34	34	11	1	10	6
peak_787	3	2344205	2344433	.	229	25	112	97	4	15	29
peak_788	3	2346027	2346238	.	212	32	76	177	2	16	7
peak_789	3	2346525	2346976	.	452	19	163	113	6	27	40
peak_790	3	2350165	2350632	.	468	65	169	334	4	33	20
peak_791	3	2352833	2353114	.	282	46	194	151	1	20	30
peak_792	3	2384161	2384502	.	342	50	214	361	7	41	59
peak_793	3	2620576	2620851	.	276	31	141	151	5	17	35
peak_794	3	2651083	2651277	.	195	14	103	119	5	5	21
peak_795	3	2717285	2717596	.	312	88	169	290	8	30	45
peak_796	3	3047118	3047335	.	218	83	45	157	3	11	14
peak_797	3	3089944	3090186	.	243	22	93	180	9	30	38
peak_798	3	3098797	3099013	.	217	20	55	56	5	27	14
peak_799	3	3238723	3239119	.	397	42	261	276	12	27	32
peak_800	3	3414265	3414415	.	151	32	40	74	2	10	18
peak_801	3	3414856	3415152	.	297	39	122	168	3	27	26
peak_802	3	3431645	3431817	.	173	7	68	63	1	16	19
peak_803	3	3441437	3441843	.	407	133	319	358	8	27	44
peak_804	3	3442289	3442528	.	240	34	100	135	2	13	17
peak_805	3	3443189	3443528	.	340	49	122	233	7	25	30
peak_806	3	3582694	3583111	.	418	73	204	235	6	29	35
peak_807	3	3585771	3586254	.	484	69	214	262	11	29	40
peak_808	3	3587596	3587898	.	303	43	146	206	8	21	35
peak_809	3	3588471	3588920	.	450	84	287	299	11	35	19
peak_810	3	3589356	3589568	.	213	26	67	106	3	26	20
peak_811	3	3592669	3592961	.	293	50	180	216	7	22	42
peak_812	3	3668376	3668587	.	212	3	87	101	5	13	14
peak_813	3	3692165	3692515	.	351	27	207	166	6	24	24
peak_814	3	3697777	3698148	.	372	48	254	308	6	33	30
peak_815	3	3701681	3701901	.	221	18	112	112	2	22	38
peak_816	3	3760623	3761008	.	386	86	132	148	7	19	23
peak_817	3	3862787	3863171	.	385	357	354	137	15	34	36
peak_818	3	3863611	3863821	.	211	38	53	107	3	15	14
peak_819	3	3904966	3905385	.	420	34	136	73	4	27	40
peak_820	3	3923212	3923609	.	398	70	180	322	14	29	42
peak_821	3	4012198	4012743	.	546	28	129	286	12	36	52
peak_822	3	4033708	4033966	.	259	25	136	129	5	25	43
peak_823	3	4049436	4049643	.	208	20	75	91	6	16	20
peak_824	3	4116561	4116816	.	256	25	82	136	3	16	24
peak_825	3	4117378	4118072	.	695	35	141	254	9	38	73
peak_826	3	4119422	4120779	.	1358	149	454	620	14	89	106
peak_827	3	4121330	4121604	.	275	40	114	163	9	26	37
peak_828	3	4124280	4124718	.	439	45	232	279	10	37	46
peak_829	3	4126815	4127110	.	296	40	124	150	3	24	30
peak_830	3	4127594	4128194	.	601	112	290	420	2	31	59
peak_831	3	4344046	4344431	.	386	41	201	215	10	32	27
peak_832	3	4346071	4346318	.	248	58	89	91	3	15	19
peak_833	3	4403474	4403639	.	166	185	155	99	2	11	17
peak_834	3	4408194	4408401	.	208	14	109	113	0	14	18
peak_835	3	4441836	4442072	.	237	26	125	131	5	25	22
peak_836	3	4495963	4496383	.	421	50	320	244	6	42	50
peak_837	3	4532218	4533196	.	979	59	375	537	21	69	109
peak_838	3	4533449	4533673	.	225	11	96	128	0	10	29
peak_839	3	4541507	4541859	.	353	23	153	226	10	36	41
peak_840	3	4656099	4656274	.	176	33	75	107	3	12	20
peak_841	3	4723798	4724016	.	219	43	101	114	7	31	24
peak_842	3	4740087	4740296	.	210	36	111	98	4	22	16
peak_843	3	4740897	4741059	.	163	10	82	122	1	13	14
peak_844	3	4789341	4789492	.	152	15	54	66	3	12	13
peak_845	3	4790308	4790690	.	383	32	295	277	3	36	37
peak_846	3	4827217	4827421	.	205	35	86	93	4	17	19
peak_847	3	4827774	4828068	.	295	38	116	145	5	26	21
peak_848	3	4833536	4833859	.	324	36	211	139	3	23	23
peak_849	3	4841011	4841317	.	307	69	163	158	4	36	30
peak_850	3	4908008	4908215	.	208	28	75	109	3	9	15
peak_851	3	5003181	5003915	.	735	60	266	305	8	48	56
peak_852	3	5006088	5006300	.	213	15	83	116	1	14	18
peak_853	3	5007932	5008155	.	224	15	91	81	4	18	22
peak_854	3	5080575	5080930	.	356	38	73	145	4	29	23
peak_855	3	5119390	5120237	.	848	84	366	416	14	60	65
peak_856	3	5122649	5122895	.	247	44	84	142	5	26	29
peak_857	3	5125355	5125749	.	395	75	192	300	8	53	51
peak_858	3	5132733	5133016	.	284	44	174	179	10	35	28
peak_859	3	5137123	5137440	.	318	40	155	219	9	41	33
peak_860	3	5142808	5143157	.	350	33	172	178	4	16	23
peak_861	3	5143245	5143411	.	167	26	51	118	4	15	12
peak_862	3	5175484	5175749	.	266	33	101	142	3	15	25
peak_863	3	5186927	5187255	.	329	39	172	195	5	31	38
peak_864	3	5208518	5208729	.	212	17	86	88	3	19	16
peak_865	3	5220955	5221292	.	338	86	202	190	3	18	23
peak_866	3	5233881	5234206	.	326	45	256	196	0	26	26
peak_867	3	5234372	5234679	.	308	47	126	148	4	17	25
