# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/mnt/d/PERSONAL_SACO/Cubas lab/R/output/macs2_consensus.gff" "-o" "2022_03_10_feature_counts_macs2_consensus.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "ChIP2_S5_R1_001_sorted.bam" "ChIP3_S6_R1_001_sorted.bam" "ChIP7_S4_R1_001_sorted.bam" "Input2_S2_R1_001_sorted.bam" "Input3_S3_R1_001_sorted.bam" "Input7_S1_R1_001_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ChIP2_S5_R1_001_sorted.bam	ChIP3_S6_R1_001_sorted.bam	ChIP7_S4_R1_001_sorted.bam	Input2_S2_R1_001_sorted.bam	Input3_S3_R1_001_sorted.bam	Input7_S1_R1_001_sorted.bam
peak_1868	1	15336025	15337766	.	1742	59	90	160	19	171	218
peak_1869	1	15342025	15342421	.	397	28	20	51	2	43	42
peak_1870	1	15342708	15343044	.	337	15	22	26	2	25	46
peak_1871	1	15343086	15345826	.	2741	76	161	216	23	197	290
peak_1872	1	15346671	15347313	.	643	18	33	40	10	41	46
peak_1873	1	15347365	15348408	.	1044	23	74	85	9	80	100
peak_1874	1	15348701	15351663	.	2963	83	180	231	30	247	300
peak_1875	1	15352711	15352712	.	2	0	3	13	0	4	9
peak_1876	1	15353206	15353212	.	7	2	9	3	0	3	0
peak_1877	1	15353461	15354410	.	950	20	36	62	9	48	68
peak_1878	1	15354487	15354553	.	67	4	8	2	1	6	5
peak_1879	1	15354830	15355032	.	203	4	15	20	4	25	27
peak_1880	1	15355266	15356680	.	1415	36	73	118	25	90	126
peak_1881	1	15356926	15358671	.	1746	70	122	182	25	155	187
peak_1882	1	15359157	15359371	.	215	3	9	17	3	15	19
peak_1883	1	15359795	15360018	.	224	7	9	20	3	22	38
peak_1884	1	15360062	15360278	.	217	7	23	28	7	23	27
peak_1885	1	15360344	15362789	.	2446	93	124	233	38	226	297
peak_1886	1	15363350	15363583	.	234	11	13	14	0	23	23
peak_1887	1	15363804	15364473	.	670	29	37	54	11	54	91
peak_1888	1	15364579	15366179	.	1601	67	147	212	19	164	230
peak_1889	1	15367532	15367738	.	207	3	20	23	0	10	17
peak_1890	1	15368668	15369118	.	451	20	26	40	3	51	38
peak_1891	1	15370575	15370941	.	367	15	39	72	3	30	32
peak_1892	1	15372247	15373126	.	880	27	75	71	13	73	93
peak_1893	1	15373369	15373389	.	21	2	4	4	0	8	11
peak_1894	1	15373522	15374201	.	680	19	44	61	7	39	49
peak_1895	1	15375885	15376505	.	621	11	31	67	4	41	57
peak_1896	1	15377834	15378154	.	321	24	40	31	4	21	16
peak_1897	1	15387826	15388055	.	230	5	15	23	6	24	20
peak_1898	1	15388286	15388576	.	291	5	15	47	6	33	44
peak_1899	1	15388646	15390295	.	1650	52	189	237	37	173	257
peak_1900	1	15394857	15395341	.	485	13	37	50	5	31	50
peak_1901	1	15396580	15397067	.	488	22	46	48	11	59	93
peak_1902	1	15397180	15397963	.	784	17	50	108	17	51	79
peak_1903	1	15406536	15406801	.	266	9	17	38	2	20	26
peak_1904	1	15406869	15407379	.	511	19	16	58	4	54	52
peak_1905	1	15407604	15408702	.	1099	54	69	110	14	105	113
peak_1906	1	15408882	15409148	.	267	10	21	19	5	25	40
peak_1907	1	15409461	15410030	.	570	22	36	43	5	36	42
peak_1908	1	15411439	15411879	.	441	10	25	36	4	26	30
peak_1909	1	15411975	15412681	.	707	13	38	58	9	46	61
peak_1910	1	15419352	15419612	.	261	3	18	18	7	34	35
peak_1911	1	15422810	15423420	.	611	15	30	82	22	90	79
peak_1912	1	15431690	15431761	.	72	1	9	31	0	10	10
peak_1913	1	15436192	15436715	.	524	25	82	37	16	43	66
peak_1914	1	15445601	15445672	.	72	1	5	19	6	13	16
peak_1915	1	15445760	15445843	.	84	4	8	11	10	10	19
peak_1916	1	15453207	15453358	.	152	2	9	23	5	20	17
peak_1917	1	15456421	15456805	.	385	19	39	53	16	70	76
peak_1918	1	15456989	15457374	.	386	15	40	39	21	77	92
peak_1919	1	15459640	15459779	.	140	0	13	25	1	21	19
peak_1920	1	15460290	15460986	.	697	14	69	62	21	103	102
peak_1921	1	15461051	15462691	.	1641	84	136	177	33	189	234
peak_1922	1	15463360	15463955	.	596	35	62	97	32	112	127
peak_1923	1	15464776	15464799	.	24	0	8	7	2	4	4
peak_1924	1	15466199	15466486	.	288	20	19	28	4	25	46
peak_1925	1	15466596	15466633	.	38	2	8	13	0	11	9
peak_1926	1	15467436	15469037	.	1602	78	126	191	43	193	231
peak_1927	1	15469099	15469868	.	770	29	67	59	35	143	137
peak_1928	1	15470255	15470881	.	627	28	65	71	26	113	121
peak_1929	1	15473047	15473154	.	108	11	12	15	1	4	18
peak_1930	1	15474738	15476528	.	1791	66	125	171	41	203	228
peak_1931	1	15477230	15477982	.	753	33	85	95	39	135	142
peak_1932	1	15479956	15480068	.	113	8	4	21	3	10	20
peak_1933	1	15480079	15480425	.	347	19	38	21	6	26	43
peak_1934	1	15481293	15482423	.	1131	36	95	106	28	169	179
peak_1935	1	15482714	15482973	.	260	10	21	35	4	34	36
peak_1936	1	15484048	15485139	.	1092	42	121	127	50	198	220
peak_1937	1	15493980	15494808	.	829	40	102	104	28	125	110
peak_1938	1	15495705	15495789	.	85	3	16	13	3	17	13
peak_1939	1	15502684	15503316	.	633	21	37	88	13	64	67
peak_1940	1	15538447	15539067	.	621	10	26	90	9	54	60
peak_1941	1	15557693	15557863	.	171	31	19	17	9	22	28
peak_1942	1	15596464	15596784	.	321	39	58	90	11	34	38
peak_1943	1	15605889	15606124	.	236	27	25	63	1	19	20
peak_1944	1	15616652	15616673	.	22	2	4	2	4	12	5
peak_1945	1	15645746	15646082	.	337	27	27	30	11	21	30
peak_1946	1	15700055	15700368	.	314	33	40	86	23	131	129
peak_1947	1	15700818	15701649	.	832	61	145	236	44	266	278
peak_1948	1	15737477	15737906	.	430	137	85	75	9	28	26
peak_1949	1	15739996	15740054	.	59	6	24	4	4	10	18
peak_1950	1	15784665	15785594	.	930	40	101	95	39	170	187
peak_1951	1	15790376	15790577	.	202	1	24	22	14	40	34
peak_1952	1	15821891	15822174	.	284	7	29	41	16	49	49
peak_1953	1	15822769	15823503	.	735	17	60	49	27	88	111
peak_1954	1	15823980	15824346	.	367	19	26	39	11	42	61
peak_1955	1	15827979	15828064	.	86	5	6	10	1	9	17
peak_1956	1	15828511	15828899	.	389	14	37	53	11	45	56
peak_1957	1	15829049	15829177	.	129	11	13	10	5	21	22
peak_1958	1	15830759	15831137	.	379	14	36	47	12	54	48
peak_1959	1	15831358	15831479	.	122	13	14	13	6	36	32
peak_1960	1	15832403	15832765	.	363	8	47	48	22	69	70
peak_1961	1	15833959	15834470	.	512	20	44	92	14	81	87
peak_1962	1	15836004	15836679	.	676	23	47	69	15	51	82
peak_1963	1	15839918	15840672	.	755	27	51	54	18	55	92
peak_1964	1	15840748	15841032	.	285	13	32	42	6	48	37
peak_1965	1	15841318	15841589	.	272	10	20	34	3	42	49
peak_1966	1	15843077	15843342	.	266	13	22	35	9	38	52
peak_1967	1	15843722	15843824	.	103	8	12	18	8	15	24
peak_1968	1	15844526	15845151	.	626	22	46	82	24	118	114
peak_1969	1	15845318	15845498	.	181	14	11	51	15	34	41
peak_1970	1	15845848	15846424	.	577	11	48	50	25	85	90
peak_1971	1	15880259	15880667	.	409	22	115	123	4	27	40
peak_1972	1	15900856	15901160	.	305	29	52	88	1	13	25
peak_1973	1	15932123	15932613	.	491	17	88	108	7	40	40
peak_1974	1	15973692	15974009	.	318	144	71	55	8	22	31
peak_1975	1	15993734	15993992	.	259	23	25	41	7	18	23
peak_1976	1	16013449	16014193	.	745	18	39	65	31	121	118
peak_1977	1	16014573	16014864	.	292	10	22	25	13	46	42
peak_1978	1	16016775	16017022	.	248	8	24	33	20	28	36
peak_1979	1	16116829	16117104	.	276	28	58	63	1	4	15
peak_1980	1	16121741	16121846	.	106	7	21	4	1	8	12
peak_1981	1	16137491	16137716	.	226	11	34	79	2	18	13
peak_1982	1	16175692	16176146	.	455	162	105	196	7	52	52
peak_1983	1	16213447	16213542	.	96	1	20	27	3	23	30
peak_1984	1	16220733	16220883	.	151	0	7	15	1	16	20
peak_1985	1	16263737	16263989	.	253	9	23	89	2	22	34
peak_1986	1	16264492	16264593	.	102	3	16	21	3	8	19
peak_1987	1	16285253	16285534	.	282	4	39	27	6	25	14
peak_1988	1	16288250	16288376	.	127	2	11	15	4	25	19
peak_1989	1	16302313	16302551	.	239	12	18	19	4	19	26
peak_1990	1	16343883	16344020	.	138	0	33	21	4	20	20
peak_1991	1	16360218	16360456	.	239	4	12	21	3	23	31
peak_1992	1	16403411	16403668	.	258	11	70	61	2	14	22
peak_1993	1	16417147	16417453	.	307	2	55	68	7	29	35
peak_1994	1	16417836	16418056	.	221	33	45	67	5	26	40
peak_1995	1	16467797	16468129	.	333	20	82	102	4	27	28
peak_1996	1	16488170	16488514	.	345	25	46	114	7	21	19
peak_1997	1	16510156	16510643	.	488	23	66	175	21	128	159
peak_1998	1	16511196	16511488	.	293	53	70	114	30	138	151
peak_1999	1	16512206	16512219	.	14	12	12	15	2	7	7
peak_2000	1	16519933	16520458	.	526	54	116	136	55	220	248
peak_2001	1	16525211	16525421	.	211	23	32	92	17	86	86
peak_2002	1	16525531	16525549	.	19	6	12	12	5	21	20
peak_2003	1	16527734	16528136	.	403	39	59	103	28	122	124
peak_2004	1	16528232	16528874	.	643	60	131	206	43	239	228
peak_2005	1	16537447	16537659	.	213	19	7	69	1	10	23
peak_2006	1	16560800	16561020	.	221	5	54	76	3	16	20
peak_2007	1	16673401	16673861	.	461	65	65	55	5	36	44
peak_2008	1	16714001	16714279	.	279	8	72	49	1	21	19
peak_2009	1	16766550	16766806	.	257	15	45	69	5	22	25
peak_2010	1	16800948	16801225	.	278	14	39	95	2	19	25
peak_2011	1	16838233	16838540	.	308	35	81	100	7	19	23
peak_2012	1	16851069	16851498	.	430	40	141	168	3	12	17
peak_2013	1	16868157	16868676	.	520	61	77	69	12	79	55
peak_2014	1	16869417	16869593	.	177	8	13	55	1	10	8
peak_2015	1	16871556	16871783	.	228	11	38	49	4	7	20
peak_2016	1	16900875	16901123	.	249	18	43	51	6	25	39
peak_2017	1	17014055	17014164	.	110	4	18	19	1	3	7
peak_2018	1	17014296	17014613	.	318	20	69	85	0	20	39
peak_2019	1	17037150	17038074	.	925	34	70	46	22	93	105
peak_2020	1	17038456	17038736	.	281	20	25	46	5	27	24
peak_2021	1	17047691	17047955	.	265	9	27	35	20	51	46
peak_2022	1	17062357	17062541	.	185	10	21	30	2	22	22
peak_2023	1	17063682	17063934	.	253	15	23	45	6	13	31
peak_2024	1	17069363	17069570	.	208	39	25	67	5	32	27
peak_2025	1	17091347	17091486	.	140	12	15	27	7	21	15
peak_2026	1	17137052	17137143	.	92	4	6	25	3	7	10
peak_2027	1	17168935	17169412	.	478	18	136	120	2	29	26
peak_2028	1	17205557	17205760	.	204	14	17	17	4	22	25
peak_2029	1	17219660	17220300	.	641	30	90	122	6	41	54
peak_2030	1	17241989	17242314	.	326	23	95	56	3	13	28
peak_2031	1	17253607	17253908	.	302	2	40	80	7	25	30
peak_2032	1	17266902	17267117	.	216	11	16	58	3	15	19
peak_2033	1	17279466	17279874	.	409	59	58	58	9	39	34
peak_2034	1	17288218	17288386	.	169	15	26	33	2	18	15
peak_2035	1	17290954	17291161	.	208	11	40	71	0	14	13
peak_2036	1	17295424	17295749	.	326	5	57	82	4	21	18
peak_2037	1	17296388	17296749	.	362	26	91	129	3	27	33
peak_2038	1	17312415	17312697	.	283	14	46	27	3	27	26
peak_2039	1	17342841	17343077	.	237	12	56	48	8	14	22
peak_2040	1	17387528	17387647	.	120	12	21	43	1	13	17
peak_2041	1	17451283	17451389	.	107	2	35	49	1	5	11
peak_2042	1	17464370	17464590	.	221	15	24	80	4	16	22
peak_2043	1	17465162	17465377	.	216	6	45	64	4	17	17
peak_2044	1	17498040	17498656	.	617	61	114	153	10	41	70
peak_2045	1	17504514	17504676	.	163	6	44	38	0	18	15
peak_2046	1	17631837	17632262	.	426	36	102	142	13	43	48
peak_2047	1	17676238	17676484	.	247	29	32	74	6	29	27
peak_2048	1	17686901	17687213	.	313	10	57	88	5	15	17
peak_2049	1	17700042	17700350	.	309	9	63	106	10	22	42
peak_2050	1	17702506	17702996	.	491	50	249	319	12	34	37
peak_2051	1	17713786	17713809	.	24	0	1	17	2	5	6
peak_2052	1	17731819	17732123	.	305	6	86	94	2	36	26
peak_2053	1	17763574	17763783	.	210	10	46	58	1	12	28
peak_2054	1	17766640	17767062	.	423	30	131	100	7	35	46
peak_2055	1	17780213	17780542	.	330	32	39	95	3	17	23
peak_2056	1	17808686	17809080	.	395	20	66	132	1	26	29
peak_2057	1	17816426	17816688	.	263	6	63	61	1	21	28
peak_2058	1	17834339	17835012	.	674	28	115	152	9	40	55
peak_2059	1	17841375	17841446	.	72	0	17	19	1	4	3
peak_2060	1	17855516	17855996	.	481	50	157	233	5	41	50
peak_2061	1	17858327	17858592	.	266	26	50	70	6	19	32
peak_2062	1	17865275	17865482	.	208	14	47	48	1	13	26
peak_2063	1	17873129	17873339	.	211	1	47	63	0	11	21
peak_2064	1	17882737	17883118	.	382	59	61	26	9	48	73
peak_2065	1	17892436	17892917	.	482	60	161	216	5	41	38
peak_2066	1	17906878	17907085	.	208	2	40	52	6	29	22
peak_2067	1	17917560	17917712	.	153	28	28	39	0	20	29
peak_2068	1	17921465	17922185	.	721	34	92	184	5	54	74
peak_2069	1	17978229	17978701	.	473	41	117	154	8	41	60
peak_2070	1	17983443	17983676	.	234	3	46	87	3	13	27
peak_2071	1	18013525	18013937	.	413	7	37	46	14	59	50
peak_2072	1	18014583	18014674	.	92	2	12	17	5	22	28
peak_2073	1	18014931	18016347	.	1417	54	99	167	35	178	234
peak_2074	1	18016408	18017558	.	1151	45	123	152	44	215	223
peak_2075	1	18017786	18018443	.	658	16	56	41	11	50	73
peak_2076	1	18043227	18043527	.	301	11	36	59	4	28	35
peak_2077	1	18077528	18077735	.	208	2	29	40	0	23	20
peak_2078	1	18078563	18078791	.	229	10	32	48	1	9	22
peak_2079	1	18097827	18097975	.	149	12	37	50	2	10	11
peak_2080	1	18104711	18105064	.	354	18	120	98	6	27	29
peak_2081	1	18110533	18110740	.	208	8	31	23	0	11	9
peak_2082	1	18111373	18111792	.	420	35	136	127	2	30	34
peak_2083	1	18132485	18132692	.	208	15	13	40	3	20	27
peak_2084	1	18175703	18176111	.	409	25	79	92	5	33	33
peak_2085	1	18182490	18183332	.	843	27	97	124	3	49	59
peak_2086	1	18197872	18198158	.	287	25	53	87	1	11	16
peak_2087	1	18208944	18209202	.	259	8	66	57	5	19	19
peak_2088	1	18238446	18238745	.	300	26	24	55	4	16	32
peak_2089	1	18238883	18238934	.	52	0	14	18	1	4	4
peak_2090	1	18239000	18239988	.	989	54	225	248	8	44	71
peak_2091	1	18240713	18241128	.	416	28	104	125	6	24	39
peak_2092	1	18296506	18297055	.	550	33	107	136	8	49	54
peak_2093	1	18298192	18298501	.	310	6	59	77	4	17	20
peak_2094	1	18304713	18305684	.	972	32	230	356	4	57	60
peak_2095	1	18307018	18307359	.	342	27	63	76	6	35	23
peak_2096	1	18321258	18321799	.	542	41	87	154	9	39	42
peak_2097	1	18322215	18322656	.	442	22	98	132	3	33	39
peak_2098	1	18323389	18323785	.	397	17	78	80	14	48	53
peak_2099	1	18326636	18326843	.	208	0	40	53	2	9	15
peak_2100	1	18340629	18341449	.	821	29	158	119	1	34	78
peak_2101	1	18351254	18351457	.	204	13	19	47	3	14	10
peak_2102	1	18360360	18360444	.	85	0	12	32	1	11	3
peak_2103	1	18366577	18366903	.	327	10	94	150	6	20	30
peak_2104	1	18379799	18380105	.	307	12	42	66	1	10	18
peak_2105	1	18386035	18386281	.	247	18	37	39	6	14	16
peak_2106	1	18393818	18394181	.	364	50	87	70	6	18	19
peak_2107	1	18398989	18399212	.	224	6	39	124	6	12	15
peak_2108	1	18399760	18400240	.	481	12	105	123	6	27	36
peak_2109	1	18406225	18406441	.	217	15	39	57	2	18	19
peak_2110	1	18406875	18407212	.	338	10	32	52	4	33	32
peak_2111	1	18430236	18430501	.	266	10	79	44	3	22	16
peak_2112	1	18430725	18430971	.	247	14	35	77	0	8	16
peak_2113	1	18431937	18432043	.	107	4	19	13	3	3	11
peak_2114	1	18432459	18433271	.	813	64	166	141	9	56	71
peak_2115	1	18440636	18441013	.	378	7	87	86	5	33	37
peak_2116	1	18445126	18445346	.	221	5	35	51	11	19	25
peak_2117	1	18456630	18456792	.	163	3	51	59	3	18	20
peak_2118	1	18486522	18486760	.	239	33	59	38	13	53	43
peak_2119	1	18511790	18512235	.	446	28	151	161	11	47	55
peak_2120	1	18517443	18517665	.	223	12	37	45	2	11	14
peak_2121	1	18521702	18522099	.	398	20	57	98	2	26	29
peak_2122	1	18541913	18542139	.	227	13	40	33	0	15	17
peak_2123	1	18544056	18544304	.	249	10	34	46	1	14	14
peak_2124	1	18549759	18549805	.	47	10	35	13	1	7	6
peak_2125	1	18549844	18550143	.	300	15	20	73	4	22	32
peak_2126	1	18627357	18627809	.	453	23	126	120	2	22	34
peak_2127	1	18662087	18662294	.	208	8	43	44	4	18	44
peak_2128	1	18679979	18680443	.	465	21	43	77	3	20	38
peak_2129	1	18680622	18681217	.	596	19	79	122	4	36	27
peak_2130	1	18681378	18681712	.	335	32	62	83	6	23	23
peak_2131	1	18690654	18691244	.	591	24	159	197	10	53	44
peak_2132	1	18691442	18691815	.	374	14	68	119	6	30	32
peak_2133	1	18701633	18701884	.	252	9	49	39	3	10	21
peak_2134	1	18730273	18730584	.	312	4	62	72	4	10	20
peak_2135	1	18733938	18734145	.	208	5	38	51	2	10	23
peak_2136	1	18734227	18734652	.	426	20	86	78	2	16	44
peak_2137	1	18754089	18754279	.	191	0	93	40	7	28	20
peak_2138	1	18755709	18756038	.	330	21	104	78	4	27	41
peak_2139	1	18756376	18756589	.	214	0	55	48	0	8	16
peak_2140	1	18760594	18761191	.	598	7	30	107	1	23	40
peak_2141	1	18761695	18762109	.	415	20	111	113	5	27	39
peak_2142	1	18829082	18829343	.	262	19	35	27	5	39	34
peak_2143	1	18852163	18852239	.	77	4	6	5	3	7	12
peak_2144	1	18852781	18852887	.	107	14	14	16	1	15	16
peak_2145	1	18852928	18853201	.	274	12	19	20	5	37	34
peak_2146	1	18873178	18873432	.	255	9	47	56	1	15	18
peak_2147	1	18886476	18886706	.	231	3	37	59	5	22	28
peak_2148	1	18927611	18928098	.	488	12	60	87	3	27	36
peak_2149	1	18942405	18942878	.	474	17	122	186	2	19	38
peak_2150	1	18946318	18947035	.	718	47	140	255	6	56	53
peak_2151	1	18951819	18952337	.	519	40	160	207	6	24	43
peak_2152	1	18954787	18955052	.	266	19	31	41	3	14	15
peak_2153	1	18973851	18974061	.	211	7	40	31	0	13	18
peak_2154	1	19052622	19052925	.	304	19	57	102	0	11	23
peak_2155	1	19105746	19105869	.	124	4	37	34	2	10	12
peak_2156	1	19152419	19152724	.	306	14	55	76	6	34	31
peak_2157	1	19154132	19154263	.	132	2	17	33	1	3	15
peak_2158	1	19162336	19162667	.	332	18	40	62	8	29	42
peak_2159	1	19170687	19171023	.	337	6	52	90	10	31	45
peak_2160	1	19174614	19174948	.	335	30	113	85	12	48	47
peak_2161	1	19175263	19175630	.	368	16	79	74	3	26	38
peak_2162	1	19211617	19212393	.	777	68	178	241	7	57	62
peak_2163	1	19218541	19218872	.	332	21	80	61	3	20	24
peak_2164	1	19246249	19246458	.	210	17	38	37	0	12	13
peak_2165	1	19251848	19252496	.	649	23	117	179	6	59	61
peak_2166	1	19256974	19257393	.	420	24	41	110	1	34	37
peak_2167	1	19261712	19261834	.	123	3	16	27	1	4	19
peak_2168	1	19299911	19300273	.	363	13	52	78	4	16	19
peak_2169	1	19300464	19301018	.	555	44	144	227	5	38	54
peak_2170	1	19302688	19303409	.	722	27	109	80	9	54	62
peak_2171	1	19305108	19305881	.	774	39	77	193	2	30	42
peak_2172	1	19336763	19337632	.	870	26	49	67	22	87	97
peak_2173	1	19344322	19345151	.	830	5	53	56	10	88	94
peak_2174	1	19368526	19368993	.	468	90	79	108	4	30	31
peak_2175	1	19375623	19375869	.	247	15	19	16	5	25	30
peak_2176	1	19417397	19417683	.	287	13	51	37	0	14	18
peak_2177	1	19454607	19454865	.	259	5	49	70	1	17	25
peak_2178	1	19464339	19464530	.	192	2	22	39	2	12	13
peak_2179	1	19474586	19474663	.	78	2	14	20	2	7	20
peak_2180	1	19490865	19491150	.	286	8	62	95	3	22	20
peak_2181	1	19492816	19493372	.	557	51	127	170	6	27	33
peak_2182	1	19496142	19496626	.	485	20	117	112	5	26	45
peak_2183	1	19517616	19517823	.	208	12	11	28	2	19	12
peak_2184	1	19578557	19578776	.	220	7	57	92	2	16	17
peak_2185	1	19581794	19582098	.	305	14	44	81	4	19	18
peak_2186	1	19619436	19619817	.	382	38	63	119	9	36	37
peak_2187	1	19635130	19635228	.	99	3	40	14	3	9	10
peak_2188	1	19642524	19642534	.	11	0	7	12	1	6	3
peak_2189	1	19652784	19652953	.	170	0	34	42	4	10	19
peak_2190	1	19657993	19658205	.	213	15	27	51	1	9	16
peak_2191	1	19674536	19674879	.	344	21	53	78	2	38	34
peak_2192	1	19682016	19682481	.	466	3	58	77	5	25	33
peak_2193	1	19683831	19684272	.	442	38	114	183	10	31	47
peak_2194	1	19685655	19685805	.	151	4	34	48	5	17	13
peak_2195	1	19691095	19691414	.	320	8	41	74	5	25	30
peak_2196	1	19691789	19692068	.	280	31	90	118	2	18	19
peak_2197	1	19698339	19698773	.	435	25	98	179	7	19	38
peak_2198	1	19698937	19699685	.	749	90	389	385	7	34	39
peak_2199	1	19743178	19743472	.	295	14	64	62	1	19	12
peak_2200	1	19762424	19762735	.	312	7	58	58	3	14	17
peak_2201	1	19782437	19783414	.	978	26	92	228	5	31	75
peak_2202	1	19812129	19812157	.	29	0	25	13	1	6	8
peak_2203	1	19819815	19821315	.	1501	102	593	637	31	109	149
peak_2204	1	19825292	19825823	.	532	42	205	217	11	39	39
peak_2205	1	19830692	19831051	.	360	6	63	55	1	33	42
peak_2206	1	19831242	19831533	.	292	17	71	63	2	13	19
peak_2207	1	19834693	19835064	.	372	14	63	68	7	26	34
peak_2208	1	19836445	19836678	.	234	5	43	50	1	14	14
peak_2209	1	19843641	19843873	.	233	10	37	47	2	10	17
peak_2210	1	19844461	19844772	.	312	17	57	65	4	24	21
peak_2211	1	19849313	19849856	.	544	5	121	152	4	28	48
peak_2212	1	19857184	19857357	.	174	12	17	31	1	6	8
peak_2213	1	19883269	19884147	.	879	43	139	231	12	38	52
peak_2214	1	19913209	19913503	.	295	17	127	51	7	30	28
peak_2215	1	19945451	19945942	.	492	19	81	112	0	12	29
peak_2216	1	19957582	19958191	.	610	22	125	124	5	26	42
peak_2217	1	19958207	19958381	.	175	14	44	24	1	13	12
peak_2218	1	19974410	19974566	.	157	6	43	32	1	8	11
peak_2219	1	19976023	19976295	.	273	15	29	67	4	24	15
peak_2220	1	19985780	19986182	.	403	16	101	170	15	60	57
peak_2221	1	19991056	19991344	.	289	32	70	73	1	19	20
peak_2222	1	20004590	20004770	.	181	11	39	13	3	16	19
peak_2223	1	20013234	20013459	.	226	3	24	44	1	9	18
peak_2224	1	20036471	20036692	.	222	21	24	62	2	13	24
peak_2225	1	20042193	20042596	.	404	35	55	71	8	47	35
peak_2226	1	20044046	20044623	.	578	10	89	48	4	26	39
peak_2227	1	20046384	20046870	.	487	35	84	148	6	24	34
peak_2228	1	20068404	20068710	.	307	32	35	58	3	8	18
peak_2229	1	20081405	20081605	.	201	18	21	60	2	29	26
peak_2230	1	20094576	20094800	.	225	10	38	50	0	14	15
peak_2231	1	20096663	20096912	.	250	2	45	50	0	15	17
peak_2232	1	20100837	20101304	.	468	53	174	162	4	40	49
peak_2233	1	20110184	20110477	.	294	13	61	50	1	21	23
peak_2234	1	20114416	20114723	.	308	6	20	41	2	9	35
peak_2235	1	20120653	20120987	.	335	22	33	37	2	15	43
peak_2236	1	20121899	20122074	.	176	9	23	27	1	7	17
peak_2237	1	20122452	20123044	.	593	28	67	94	4	45	38
peak_2238	1	20124247	20124488	.	242	10	14	25	1	16	27
peak_2239	1	20133334	20133552	.	219	21	25	35	3	18	25
peak_2240	1	20134426	20134639	.	214	8	27	49	1	5	17
peak_2241	1	20138487	20138586	.	100	1	30	30	0	7	6
peak_2242	1	20139395	20139721	.	327	24	79	109	1	34	39
peak_2243	1	20176828	20177289	.	462	74	242	249	5	31	46
peak_2244	1	20177824	20178114	.	291	16	103	58	4	23	29
peak_2245	1	20182750	20183044	.	295	20	51	44	10	30	40
peak_2246	1	20194834	20194988	.	155	6	36	42	1	7	8
peak_2247	1	20198882	20199398	.	517	24	101	128	8	37	46
peak_2248	1	20204130	20204397	.	268	21	55	67	3	25	36
peak_2249	1	20206521	20206715	.	195	5	37	55	4	37	20
peak_2250	1	20209396	20210223	.	828	23	220	243	23	64	64
peak_2251	1	20227141	20227293	.	153	0	40	42	1	15	15
peak_2252	1	20239640	20239878	.	239	5	50	78	4	32	37
peak_2253	1	20267674	20267794	.	121	22	24	7	2	5	10
peak_2254	1	20281083	20281457	.	375	10	70	100	1	26	28
peak_2255	1	20291932	20292333	.	402	16	123	156	6	48	59
peak_2256	1	20307081	20307235	.	155	17	19	20	2	10	6
peak_2257	1	20310782	20310821	.	40	0	18	5	0	5	6
peak_2258	1	20322857	20323018	.	162	17	23	0	1	10	16
peak_2259	1	20336459	20336666	.	208	4	29	100	3	13	25
peak_2260	1	20430435	20430740	.	306	7	61	80	2	10	17
peak_2261	1	20432685	20432875	.	191	10	26	65	0	9	15
peak_2262	1	20439271	20439478	.	208	3	42	44	3	7	13
peak_2263	1	20450911	20451297	.	387	17	101	139	1	15	19
peak_2264	1	20470570	20470793	.	224	8	76	62	4	17	21
peak_2265	1	20511265	20511482	.	218	10	22	62	3	10	16
peak_2266	1	20574377	20574600	.	224	30	62	44	5	21	23
peak_2267	1	20577448	20577655	.	208	20	47	31	3	11	20
peak_2268	1	20587855	20588294	.	440	24	88	133	7	28	44
peak_2269	1	20617013	20617372	.	360	68	73	137	8	27	43
peak_2270	1	20619957	20620246	.	290	15	86	56	1	13	21
peak_2271	1	20620684	20621046	.	363	18	62	136	1	14	20
peak_2272	1	20621709	20622085	.	377	15	85	103	1	16	26
peak_2273	1	20648814	20648886	.	73	2	29	25	2	9	7
peak_2274	1	20651337	20651808	.	472	35	139	126	2	23	34
peak_2275	1	20683012	20683219	.	208	9	30	22	8	8	17
peak_2276	1	20688008	20688218	.	211	0	20	93	2	14	14
peak_2277	1	20693891	20694053	.	163	22	43	29	3	19	30
peak_2278	1	20694089	20694152	.	64	2	25	35	1	3	6
peak_2279	1	20703634	20703956	.	323	19	44	45	4	18	26
peak_2280	1	20707138	20707325	.	188	7	42	41	4	14	12
peak_2281	1	20713425	20713778	.	354	21	77	91	5	16	24
peak_2282	1	20727949	20728259	.	311	18	61	38	3	22	29
peak_2283	1	20731148	20731509	.	362	24	57	103	7	16	15
peak_2284	1	20785492	20785756	.	265	12	43	40	2	10	18
peak_2285	1	20793471	20793677	.	207	7	25	40	3	14	23
peak_2286	1	20798608	20798851	.	244	14	40	39	3	19	24
peak_2287	1	20803756	20803965	.	210	0	49	45	2	17	22
peak_2288	1	20807718	20808062	.	345	28	18	52	5	22	13
peak_2289	1	20813731	20814190	.	460	68	244	228	2	22	33
peak_2290	1	20815123	20815361	.	239	8	32	47	1	8	13
peak_2291	1	20818108	20818340	.	233	15	55	31	3	11	16
